Hierarchy #1 Label,Hierarchy #1 Name,Block number,xh,yh,zh,xm,ym,zm,Hierarchy #1 Label,Hierarchy #2 Name,Block number,xh,yh,zh,xm,ym,zm
17,Left-Hippocampus  ,32,540,323,28,86,226,226,375,stratum_oriens_of_uncal_ca3,32,524,322,14,86,216,130
17,Left-Hippocampus  ,32,540,323,28,86,226,226,392,rostral_dentate_gyrus,40,582,390,28,106,204,133
17,Left-Hippocampus  ,32,540,323,28,86,226,226,404,molecular_layer_of_rostral_dentate_gyrus,32,540,346,30,91,227,120
17,Left-Hippocampus  ,32,540,323,28,86,226,226,405,granular_layer_of_rostral_dentate_gyrus,32,542,351,30,92,227,119
17,Left-Hippocampus  ,32,540,323,28,86,226,226,407,polyform_layer_of_rostral_dentate_gyrus,32,536,357,26,94,224,121
17,Left-Hippocampus  ,32,540,323,28,86,226,226,408, stratum_lacunosum-moleculare_of_rostral_ca2,32,507,374,30,100,229,125
17,Left-Hippocampus  ,32,540,323,28,86,226,226,409,stratum_radiatum_of_rostral_ca2,32,511,379,31,101,229,124
17,Left-Hippocampus  ,32,540,323,28,86,226,226,410,stratum_pyramidale_of_rostral_ca2,32,501,372,31,100,230,126
17,Left-Hippocampus  ,32,540,323,28,86,226,226,411,stratum_oriens_of_rostral_ca2,32,490,371,29,101,229,129
17,Left-Hippocampus  ,32,540,323,28,86,226,226,418,stratum_lacunosum-moleculare_of_rostral_ca3,32,512,367,21,98,221,127
17,Left-Hippocampus  ,32,540,323,28,86,226,226,419,stratum_lucidum__of_rostral_ca3,32,503,361,22,97,223,129
17,Left-Hippocampus  ,32,540,323,28,86,226,226,420,stratum_pyramidale_of_rostral_ca3,32,515,343,31,93,230,125
17,Left-Hippocampus  ,32,540,323,28,86,226,226,421,stratum_oriens_of_rostral_ca3,32,507,364,15,97,216,130
17,Left-Hippocampus  ,32,540,323,28,86,226,226,422,pyramidal_cells_of_uncal_ca4,32,560,306,13,80,212,123
17,Left-Hippocampus  ,32,540,323,28,86,226,226,432,pyramidal_cells_of_rostral_ca4,32,526,366,22,97,221,124
17,Left-Hippocampus  ,32,540,323,28,86,226,226,461,fimbria,40,554,340,27,93,205,138
17,Left-Hippocampus  ,32,540,323,28,86,226,226,500,hippocampus_(hippocampal_formation),32,528,310,32,84,231,124
17,Left-Hippocampus  ,32,540,323,28,86,226,226,558,molecular_layer_of_caudal_dentate_gyrus,05,253,243,20,82,181,170
17,Left-Hippocampus  ,32,540,323,28,86,226,226,559,granular_layer_of_caudal_dentate_gyrus,05,254,238,19,81,180,170
17,Left-Hippocampus  ,32,540,323,28,86,226,226,561,polyform_layer_of_caudal_dentate_gyrus,05,249,232,18,79,179,171
17,Left-Hippocampus  ,32,540,323,28,86,226,226,562,stratum_lacunosum-moleculare_of_caudal_ca1 ,05,245,246,15,83,177,173
17,Left-Hippocampus  ,32,540,323,28,86,226,226,563,stratum_radiatum_of_caudal_ca1,05,255,239,12,81,173,171
17,Left-Hippocampus  ,32,540,323,28,86,226,226,564,stratum_pyramidale_of_caudal_ca1,05,263,264,15,87,175,168
17,Left-Hippocampus  ,32,540,323,28,86,226,226,565,stratum_oriens_of_caudal_ca1,05,275,267,15,87,174,166
17,Left-Hippocampus  ,32,540,323,28,86,226,226,566,stratum_lacunosum-moleculare_of_caudal_ca2,05,242,267,16,88,178,173
17,Left-Hippocampus  ,32,540,323,28,86,226,226,567,stratum_radiatum_of_caudal_ca2,05,238,272,16,89,178,174
17,Left-Hippocampus  ,32,540,323,28,86,226,226,568,stratum_pyramidale_of_caudal_ca2,05,232,271,16,89,178,175
17,Left-Hippocampus  ,32,540,323,28,86,226,226,569,stratum_oriens_of_caudal_ca2,05,235,267,18,88,180,174
17,Left-Hippocampus  ,32,540,323,28,86,226,226,571,stratum_lacunosum-moleculare_of_caudal_ca3,05,235,240,16,81,179,175
17,Left-Hippocampus  ,32,540,323,28,86,226,226,572,stratum_lucidum__of_caudal_ca3,05,232,227,16,78,179,176
17,Left-Hippocampus  ,32,540,323,28,86,226,226,573,stratum_pyramidale_of_caudal_ca3,05,241,252,19,84,181,173
17,Left-Hippocampus  ,32,540,323,28,86,226,226,574,stratum_oriens_of_caudal_ca3,05,241,253,20,85,181,172
17,Left-Hippocampus  ,32,540,323,28,86,226,226,575,pyramidal_cells_of_caudal_ca4,05,244,236,17,80,179,172
17,Left-Hippocampus  ,32,540,323,28,86,226,226,576,caudal_subiculum,05,274,213,23,74,182,164
17,Left-Hippocampus  ,32,540,323,28,86,226,226,339,stratum_lacunosum-moleculare_of_uncal_ca1,45,433,454,4,83,230,115
17,Left-Hippocampus  ,32,540,323,28,86,226,226,340,stratum_radiatum_of_uncal_ca1,45,420,450,2,84,229,119
17,Left-Hippocampus  ,32,540,323,28,86,226,226,341,stratum_pyramidale_of_uncal_ca1,45,415,449,3,84,230,119
17,Left-Hippocampus  ,32,540,323,28,86,226,226,342,stratum_oriens_of_uncal_ca1,45,404,432,2,81,231,124
18,Left-Amygdala ,45,396,444,20,85,247,247,214,amygdaloid_complex,45,355,396,12,79,245,135
18,Left-Amygdala ,45,396,444,20,85,247,247,215,anterior_amygdaloid_area,45,359,466,28,94,256,121
18,Left-Amygdala ,45,396,444,20,85,247,247,216,basolateral_nucleus_(basal_nucleus),45,409,411,14,76,242,121
18,Left-Amygdala ,45,396,444,20,85,247,247,217,ventral_division_of_basomedial_nucleus,45,378,401,5,78,237,131
18,Left-Amygdala ,45,396,444,20,85,247,247,238,ventral_subdivision_of_coa,45,368,383,11,75,243,133
18,Left-Amygdala ,45,396,444,20,85,247,247,240,paralaminar_nucleus,45,405,418,3,78,232,125
18,Left-Amygdala ,45,396,444,20,85,247,247,242,amygdalocortical_(corticoamygdaloid)_transition_area,45,380,403,21,78,250,126
18,Left-Amygdala ,45,396,444,20,85,247,247,249,dorsal_subdivision_of_coa,-1,-1,-1,-1,-1,-1,-1
18,Left-Amygdala ,45,396,444,20,85,247,247,277,medial_subdivision_of_central_nucleus,45,337,422,0,87,235,139
18,Left-Amygdala ,45,396,444,20,85,247,247,278,lateral_subdivision_of_central_nucleus,45,323,434,2,91,237,140
18,Left-Amygdala ,45,396,444,20,85,247,247,279,rostral_subdivision_of_medial_nucleus,45,345,388,6,78,240,139
18,Left-Amygdala ,45,396,444,20,85,247,247,292,dorsal_subdivision_of_cop,-1,-1,-1,-1,-1,-1,-1
18,Left-Amygdala ,45,396,444,20,85,247,247,295,amygdalostriatal_transition_area,32,465,333,31,93,234,137
18,Left-Amygdala ,45,396,444,20,85,247,247,300,ventral_subdivision_of_cop,-1,-1,-1,-1,-1,-1,-1
18,Left-Amygdala ,45,396,444,20,85,247,247,301,amygdalohippocampal_area,45,404,367,6,67,237,129
18,Left-Amygdala ,45,396,444,20,85,247,247,319,caudal_subdivision_of_medial_nucleus,-1,-1,-1,-1,-1,-1,-1
18,Left-Amygdala ,45,396,444,20,85,247,247,376,central_nuclear_group,-1,-1,-1,-1,-1,-1,-1
18,Left-Amygdala ,45,396,444,20,85,247,247,377,lateral_nucleus,45,416,469,25,88,249,110
26,Left-Accumbens-area,08,281,357,3,58,273,273,95,shell_of_nucleus_accumbens ,-1,-1,-1,-1,-1,-1,-1
26,Left-Accumbens-area,08,281,357,3,58,273,273,100,olfactory_tubercle,08,251,316,2,45,271,135
26,Left-Accumbens-area,08,281,357,3,58,273,273,101,core_of_nucleus_accumbens,08,282,358,3,58,273,135
28,Left-VentralDC,15,201,124,30,51,196,196,147,preoptic_region_of_hth,45,398,211,30,33,263,140
28,Left-VentralDC,15,201,124,30,51,196,196,149,lateral_preoptic_area ,45,387,259,23,45,256,139
28,Left-VentralDC,15,201,124,30,51,196,196,150,median_preoptic_nucleus,45,357,228,31,41,267,146
28,Left-VentralDC,15,201,124,30,51,196,196,160,suprachiasmatic_nucleus,45,451,268,29,39,256,123
28,Left-VentralDC,15,201,124,30,51,196,196,164,organum_vasculosum_laminae_terminalis,45,423,231,28,34,259,133
28,Left-VentralDC,15,201,124,30,51,196,196,177,hypothalamus,-1,-1,-1,-1,-1,-1,-1
28,Left-VentralDC,15,201,124,30,51,196,196,179,anteroventral_periventricular_nucleus,40,452,126,26,37,210,157
28,Left-VentralDC,15,201,124,30,51,196,196,181,supraoptic_region_of_hth,45,408,230,32,36,263,135
28,Left-VentralDC,15,201,124,30,51,196,196,182,uncinate_nucleus,45,440,250,28,37,257,128
28,Left-VentralDC,15,201,124,30,51,196,196,192,medial_preoptic_nucleus,45,402,247,26,40,258,136
28,Left-VentralDC,15,201,124,30,51,196,196,193,anterior_hypothalamic_nucleus,45,348,246,31,46,267,146
28,Left-VentralDC,15,201,124,30,51,196,196,194,paraventricular_nucleus_of_hypothalamus,45,394,226,14,36,249,144
28,Left-VentralDC,15,201,124,30,51,196,196,195,retrochiasmatic_nucleus,-1,-1,-1,-1,-1,-1,-1
28,Left-VentralDC,15,201,124,30,51,196,196,196,supraoptic_nucleus,45,418,294,21,49,251,130
28,Left-VentralDC,15,201,124,30,51,196,196,197,subparaventricular_zone,-1,-1,-1,-1,-1,-1,-1
28,Left-VentralDC,15,201,124,30,51,196,196,198,median_eminence,45,490,259,18,33,244,119
28,Left-VentralDC,15,201,124,30,51,196,196,207,periventricular_nucleus__supraoptic_portion,45,458,252,24,35,252,125
28,Left-VentralDC,15,201,124,30,51,196,196,227,periventricular_nucleus__tuberal_portion,45,444,246,19,35,249,130
28,Left-VentralDC,15,201,124,30,51,196,196,228,juxtaparaventricular_lateral_hypothalamic_area,45,366,241,17,43,253,147
28,Left-VentralDC,15,201,124,30,51,196,196,229,dorsomedial_hypothalamic_nucleus,45,411,237,15,37,248,139
28,Left-VentralDC,15,201,124,30,51,196,196,230,lateral_hypothalamic_area__tuberal_part,45,421,275,17,44,248,132
28,Left-VentralDC,15,201,124,30,51,196,196,231,accessory_secretory_cells_of_lateral_hypothalamus,45,417,278,18,45,249,133
28,Left-VentralDC,15,201,124,30,51,196,196,232,pallidohypothalamic_area,45,394,298,15,53,248,136
28,Left-VentralDC,15,201,124,30,51,196,196,234,medial_corticohypothalamic_tract,45,362,222,17,39,254,150
28,Left-VentralDC,15,201,124,30,51,196,196,243,dorsal_part_of_ventromedial_hypothalamic_nucleus,45,419,248,21,39,252,134
28,Left-VentralDC,15,201,124,30,51,196,196,244,ventral_part_of_ventromedial_hypothalamic_nucleus,45,447,261,21,38,250,127
28,Left-VentralDC,15,201,124,30,51,196,196,245,arcuate_nucleus_of_hypothalamus,45,472,270,20,38,247,121
28,Left-VentralDC,15,201,124,30,51,196,196,255,central_part_of_ventromedial_hypothalamic_nucleus,45,431,258,16,39,247,132
28,Left-VentralDC,15,201,124,30,51,196,196,256,tuberomammillary_nucleus ,45,427,289,11,47,242,132
28,Left-VentralDC,15,201,124,30,51,196,196,268,lateral_tuberal_nuclei,45,430,285,13,46,243,130
28,Left-VentralDC,15,201,124,30,51,196,196,269,magnocellular_nucleus_of_lateral_hypothalamic_area ,45,403,292,14,50,246,135
28,Left-VentralDC,15,201,124,30,51,196,196,275,posterior_hypothalamic_nucleus,45,409,240,5,38,240,142
28,Left-VentralDC,15,201,124,30,51,196,196,287,dorsal_hypothalamic_area,45,388,238,8,40,244,146
28,Left-VentralDC,15,201,124,30,51,196,196,289,bundle_x,45,400,258,9,43,243,141
28,Left-VentralDC,15,201,124,30,51,196,196,297,lateral__hypothalamic_area__posterior_part,32,511,137,20,43,228,143
28,Left-VentralDC,15,201,124,30,51,196,196,298,mammillary_peduncle,45,476,275,7,38,235,124
28,Left-VentralDC,15,201,124,30,51,196,196,304,supramammillary_nucleus,45,437,245,4,36,236,136
28,Left-VentralDC,15,201,124,30,51,196,196,305,lateral_part_of_medial_mammillary_nucleus,45,474,272,3,38,232,126
28,Left-VentralDC,15,201,124,30,51,196,196,306,medial_part_of_medial_mammillary_nucleus ,45,459,258,2,37,233,131
28,Left-VentralDC,15,201,124,30,51,196,196,307,basal_division_of_medial_mammillary_nucleus,45,477,256,2,34,231,127
28,Left-VentralDC,15,201,124,30,51,196,196,308,lateral_mammillary_nucleus,45,464,285,6,42,235,126
28,Left-VentralDC,15,201,124,30,51,196,196,309,lenticular_fasciculus,32,478,156,26,50,235,147
28,Left-VentralDC,15,201,124,30,51,196,196,325,mammillotegmental_tract,32,476,155,28,50,237,147
28,Left-VentralDC,15,201,124,30,51,196,196,333,medial_mammillary_nucleus,-1,-1,-1,-1,-1,-1,-1
28,Left-VentralDC,15,201,124,30,51,196,196,351,retromammillary_area,-1,-1,-1,-1,-1,-1,-1
28,Left-VentralDC,15,201,124,30,51,196,196,208,optic_tract,45,422,307,17,52,247,129
28,Left-VentralDC,15,201,124,30,51,196,196,209,supraoptic_dicussation,45,415,285,18,47,249,132
28,Left-VentralDC,15,201,124,30,51,196,196,310,substantia_nigra__reticular_part,32,540,161,21,47,225,134
28,Left-VentralDC,15,201,124,30,51,196,196,352,substantia_nigra__compact_part,15,195,160,14,43,205,134
28,Left-VentralDC,15,201,124,30,51,196,196,449,substantia_nigra__lateral_part ,-1,-1,-1,-1,-1,-1,-1
28,Left-VentralDC,15,201,124,30,51,196,196,384,midbrain_(mesencephalon),15,114,118,30,52,212,108
28,Left-VentralDC,15,201,124,30,51,196,196,385,red_nucleus,32,539,144,9,42,216,139
28,Left-VentralDC,15,201,124,30,51,196,196,401,parabrachial_pigmented_nucleus,32,532,172,11,50,217,138
28,Left-VentralDC,15,201,124,30,51,196,196,431,white_matter_of_midbrain,15,240,126,30,51,188,129
28,Left-VentralDC,15,201,124,30,51,196,196,468,precommissural_nucleus,40,448,149,22,43,207,160
28,Left-VentralDC,15,201,124,30,51,196,196,469,interstitial_nucleus_of_posterior_commissure,40,459,177,16,50,201,160
28,Left-VentralDC,15,201,124,30,51,196,196,470,subcommissural_organ,40,434,142,15,40,202,165
28,Left-VentralDC,15,201,124,30,51,196,196,472,posterior_commissure,40,442,139,14,40,200,163
28,Left-VentralDC,15,201,124,30,51,196,196,496,pretectal_region,40,473,194,14,54,198,158
28,Left-VentralDC,15,201,124,30,51,196,196,498,peripeduncular_nucleus,40,486,317,24,85,207,155
28,Left-VentralDC,15,201,124,30,51,196,196,526,brachium_of_superior_colliculus,40,451,171,11,48,197,163
28,Left-VentralDC,15,201,124,30,51,196,196,315,medial_portion_of_sth,32,512,157,22,48,229,140
28,Left-VentralDC,15,201,124,30,51,196,196,316,laterodorsal_portion_of_sth,32,475,199,20,60,228,147
28,Left-VentralDC,15,201,124,30,51,196,196,321,lateroventral_portion_of_sth,32,506,172,20,52,227,142
28,Left-VentralDC,15,201,124,30,51,196,196,433,parasubthalamic_nucleus,32,489,204,9,60,218,147
30,Left-vessel,32,277,182,11,70,237,237,69,blood_vessels_of_forebrain,32,277,182,11,70,237,196
31,Left-choroid-plexus,32,485,332,16,91,220,220,291,choroid_plexus_of_lateral_ventricle,32,485,332,16,91,220,137
85,Optic-Chiasm,45,468,289,32,42,257,257,161,optic_chiasm,45,468,289,32,42,257,116
